algorithm,expression_str,status,ExpressionDepth,SolvableControllabilityScore,AddRule,URule,PartsRule,CyclicPartsRule,RewriteRule,ConstantTimesRule,ConstantRule,PowerRule,SinRule,CosRule,TrigRule,ExpRule,ReciprocalRule,ArctanRule,AlternativeRule,DontKnowRule,eval_score
baseline,(-5)**log(tanh(x + pi/4)) - 1,unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,sinh((-1)**(x/(x**2 - 1))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x*log(sqrt(tanh(3))) + 10,ok,3.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
baseline,cosh((cos(exp(x)) - pi/2)**x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,2*x*sinh(x)**(5*(-5)**x),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x + (-tanh(4))**x - cosh(x - 4),ok,4.0,26.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7061566710472107
baseline,96 + 24/sin(x),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,tanh(cosh(3)/4)*atan(tan(x)),ok,3.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7663012742996216
baseline,x + sqrt(25 - 5*x)*sqrt(sinh(1)),ok,5.0,19.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6884384155273438
baseline,4*x**(x**(pi/2 + 4) + 5),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x*(x + sinh(x + 4) + 4),unsolvable,4.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,5**(3*x) + tanh(x) - 1,ok,4.0,18.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9440401792526245
baseline,cos(x) + (x - x**x)/x,unsolvable,5.0,,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x + x**x + atan(exp(-2)/5),unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x*(8 - pi/2),ok,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline,-2*exp(-x)/(x**2*asin(3)),ok,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45474973320961
baseline,3*x*tanh(log(tanh(x)) + 4),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,cos(x),ok,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4928175210952759
baseline,((x - 3)**x)**x - 7,unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,log(x*x**(3 - atan(asin(x)))),timeout,,,,,,,,,,,,,,,,,,,
baseline,x*atan(2)/asin(4) + tanh(x),ok,4.0,15.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8580148816108704
baseline,x**2/cos(x/3),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,4 - 3/(x**2*(x + 2)),ok,9.0,19.0,4.0,3.0,0.0,0.0,5.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.9788772463798523
baseline,x + (4*x)**x + 3,unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,log((x - 4)**(-(-1)**x - 1/x)),timeout,,,,,,,,,,,,,,,,,,,
baseline,x + tan(3*(-2)**log(x)) - 3,unsolvable,3.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,(-2)**x + 5,ok,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07170866429805756
baseline,4 - cos(x**(-4)),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,atan(atan(x)) - 1/2,unsolvable,3.0,,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-atan(4*x/tanh(asin(4)) + 4),ok,16.0,45.0,3.0,8.0,2.0,0.0,10.0,17.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,0.9870375394821167
baseline,tan((2*x + 2*exp(x)**x)**x),unsolvable,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x - sqrt(-5*x - 1),ok,5.0,15.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681242346763611
baseline,x**2 + x/3,ok,3.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
baseline,x**2/(cos(x + 1) + 6),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,atan(2*log(tanh(x) + 1)),unsolvable,8.0,,2.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
baseline,x/(x - atan(sqrt(tanh(x)))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x**4/3 - x**2/3 - sinh(x),ok,3.0,15.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02998991124331951
baseline,(asin(x) - 3)*sin(x + cosh(x)),unsolvable,4.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline,x + tan(x)**(-1/2 - cos(4)/2),unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-x*(-tanh(1) + sinh(4)),ok,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline,(4*x/3 - 8/3)/x,ok,9.0,8.0,3.0,1.0,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.9802576899528503
baseline,8 - x/2,ok,3.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
baseline,(x + sqrt(-exp(x) - 3))/tanh(x),unsolvable,3.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline,x*(-x - asin(x)),ok,7.0,29.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9870375394821167
baseline,-x + cosh(x**sin(x)) + sin(1),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-sqrt(5)*sqrt(x) + log(5) - asin(2),ok,3.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049368251115083694
baseline,x/(x*x**(sin(1)/2) - 2),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-16*atan(4*tanh(x)),unsolvable,8.0,,2.0,0.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
baseline,atan(tanh(4))/log(cosh(sqrt(x))),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,(x**sinh(x))**cos(x) + sin(3),unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,log(tan(sinh(x) - 4)),unsolvable,23.0,,2.0,26.0,23.0,0.0,5.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,12.0,6.0,
baseline,exp(x*(-x + cos(4)/x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,sqrt(x)*(-x**2 - 2 + pi/2),ok,7.0,15.0,2.0,1.0,0.0,0.0,2.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.962664008140564
baseline,x + tanh(asin(tanh(5))**sinh(4)),ok,2.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389627143740654
baseline,5*x + 5*tanh(atan(x**2) + 5),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x/(5*((x - 2)*log(x) - 1)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,atan((-tan(x) - 3)**log(x)),timeout,,,,,,,,,,,,,,,,,,,
baseline,x**exp(4*atan(atan(2))),ok,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48999229073524475
baseline,cosh(2**tan(x)*x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,sinh(5**(x**2) + sqrt(3)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,3/(x*(tan(x) + 3) + sin(x)),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,5*pi*x,ok,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline,atan(-x + exp(x) + 3),unsolvable,7.0,,2.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
baseline,-12*x - 12*sinh(x) - 50,ok,3.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02998991124331951
baseline,(-4)**x,ok,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4928175210952759
baseline,(x/sqrt(4 - tanh(x)))**x,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,(x - exp(-asin(3))*asin(3))**x,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,cosh(tanh(2)/x)/x**3,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-sin(x + tanh(2)),ok,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7536070942878723
baseline,cosh(exp(x - (-5*x/3)**x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,(x*exp(-x))**x + 5,unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x**(atan(1/2)/4),ok,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37830618023872375
baseline,-4*exp(x) - 1024,ok,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05563126504421234
baseline,(-5*x - 45)*exp(-5),ok,4.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3977815508842468
baseline,(-x/cosh(x))**(-tanh(4)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x + 5*atan(-x + cos(3) + 2),ok,13.0,37.0,4.0,8.0,2.0,0.0,9.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.9870375394821167
baseline,-10*x - 15/(x*sinh(3)),ok,3.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02998991124331951
baseline,x*exp(-x**2 - x + 1),unsolvable,3.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x/(3 - 5*x) - asin(x),ok,10.0,28.0,3.0,3.0,1.0,0.0,3.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.9870375394821167
baseline,(-2*x - sin(x) + log(3))/x,ok,7.0,13.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.9673608541488647
baseline,x*(x - 2)*atan(atan(x)),unsolvable,8.0,,4.0,0.0,3.0,0.0,5.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,
baseline,x + log(-3 + cos(1)/x),ok,15.0,59.0,4.0,9.0,1.0,0.0,10.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.9870375394821167
baseline,x**2 - 2,ok,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389627143740654
baseline,sinh(x) + 7 + sinh(x)/x,ok,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07170866429805756
baseline,log((2 - x)*exp(-2)),ok,11.0,31.0,2.0,3.0,2.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.9905118346214294
baseline,cos(1)*cos(exp(4))/sin(x),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,1 - 1/asin(atan(x)),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x*(2*x + asin((-x - 1)/x)),unsolvable,6.0,,1.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,(x - 243)**cos(4 - atan(2)),ok,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8899558186531067
baseline,asin(sqrt(x) + log(2)*tanh(x)),unsolvable,8.0,,2.0,0.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,
baseline,-x/atan(5/(4*sin(cos(4)))),ok,2.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3430999517440796
baseline,12*(4 - x)/(x*asin(3)),ok,7.0,15.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.9776797890663147
baseline,tanh(log(x**2 + sin(x - 5))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,exp(sin(cos(tan(x) + 2))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x**sinh((sin(x) + cosh(3))**x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,(-atan(tanh(x/256 + 3)))**x,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-5*x*atan(x + exp(x) - 4),unsolvable,8.0,,2.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
baseline,x*(2*x - 8*sinh(2)) - x,ok,5.0,18.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8751816153526306
baseline,sin(x + 8),ok,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80042964220047
baseline,x*(x - 2)/3 + 5,ok,6.0,14.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9173794984817505
baseline,-4/((-5)**(cosh(5)/2))**x,ok,5.0,37.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9319427013397217
baseline,(-1)**(x - 7*sinh(4)),ok,4.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.9532955288887024
baseline,tan(log(atan(x))) + atan(x) - 5,unsolvable,5.0,,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
baseline,-(x + tanh(x*cosh(4)))*tan(1),ok,8.0,21.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9711036682128906
baseline,-tanh(2)/sin(sqrt(-log(x))),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x*(x + tanh(log(4)))/5**x,unsolvable,6.0,,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
baseline,-atan(tanh(x*exp(-x)*asin(2))),unsolvable,8.0,,2.0,0.0,1.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,
baseline,-3*x*cos(tan(x)),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x**(x*(x - 2) - x + tanh(x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-x/5 - sin(16/x**4)**x/5,unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,sinh((x*atan(2))**x) - 1,unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x + sinh(x)**(-cos(x)),unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,sinh(exp(x + sinh(tan(5)**x))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,tan((-4)**x - tanh(asin(x))),unsolvable,2.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-tan(2) + (cos(log(x)) - 3)/x,ok,13.0,13.0,5.0,9.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,5.0,0.0,0.9791905283927917
baseline,-(-2*x - 2*exp(2))**cosh(5),ok,4.0,21.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.891766369342804
baseline,cosh(x**2*(x + 2)) + 2,unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,cosh(x) + atan(atan(x/2)),unsolvable,8.0,,1.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,
baseline,sqrt(x**2) + 3,ok,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07170866429805756
baseline,5*(-x + tanh(3))/atan(x),unsolvable,4.0,,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline,sqrt(x) - x,ok,3.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998991124331951
baseline,x/(x - cosh(cosh(exp(2)))),ok,5.0,16.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9146963357925415
baseline,(-2)**x - 1 - cos(2),ok,2.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10836277902126312
baseline,-asin(2*tanh(2))/sqrt(asin(x)),unsolvable,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,sinh(1/x) + tan(tan(tanh(1))),unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,tanh(sin(cos(tanh(sin(x))) + 3)),unsolvable,3.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline,x**((-2)**(x/log(-cosh(x)))),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-3*exp(exp(-3))/tanh(5*x),ok,8.0,31.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.9790822267532349
baseline,cosh(4*log(x)**(-x - 1)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,4**(2*tanh(log(2*x)/x)),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,(-4)**(sqrt(-x + x**x)/x),unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x**(2*x) + x**(sqrt(x) + 5),unsolvable,2.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,
baseline,(20*x)**x,unsolvable,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,-(-7)**((x + 1)**x) - 12,unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
baseline,x**(5 - 2*x)*(x - exp(-4)),unsolvable,6.0,,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,
baseline,-5*x/(5 - x) - 2 - sinh(1),ok,10.0,15.0,3.0,2.0,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.9776797890663147
baseline,sin(x) - cosh(tan(x**(-atan(4)))),unsolvable,3.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
